Filepath,Class
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Choreotrichida/Lohmanniella/Lohmanniella spp/CBR001.2021-04-26.003.B1+L1_6721.jpg,Lohmanniella spp
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Choreotrichida/Lohmanniella/Lohmanniella spp/FBN005.2019-09-03.001.A1+A1_2.jpg,Lohmanniella spp
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Choreotrichida/Lohmanniella/Lohmanniella spp/FBN005.2019-09-03.001.A1+A1_60.jpg,Lohmanniella spp
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Choreotrichida/Lohmanniella/Lohmanniella spp/FBN005.2019-09-03.001.A1+A1_15.jpg,Lohmanniella spp
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Choreotrichida/Lohmanniella/Lohmanniella spp/FBN005.2019-09-03.001.A1+A1_69.jpg,Lohmanniella spp
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Choreotrichida/Lohmanniella/Lohmanniella spp/FBN005.2019-09-03.001.A1+A1_70.jpg,Lohmanniella spp
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Choreotrichida/Lohmanniella/Lohmanniella spp/FBN005.2019-09-03.001.A1+A1_161.jpg,Lohmanniella spp
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Choreotrichida/Lohmanniella/Lohmanniella spp/CBR001.2021-05-10.001.B1+F1_1768.jpg,Lohmanniella spp
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Choreotrichida/Lohmanniella/Lohmanniella spp/CBR001.2021-05-10.001.B1+F1_3737.jpg,Lohmanniella spp
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Choreotrichida/Lohmanniella/Lohmanniella spp/CBR001.2021-04-26.003.B1+L1_1719.jpg,Lohmanniella spp
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Choreotrichida/Lohmanniella/Lohmanniella spp/FBN005.2019-09-03.001.A1+A1_170.jpg,Lohmanniella spp
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Choreotrichida/Lohmanniella/Lohmanniella spp/CBR001.2021-04-26.003.B1+L1_5213.jpg,Lohmanniella spp
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Choreotrichida/Lohmanniella/Lohmanniella spp/FBN005.2019-09-03.001.A1+A1_53.jpg,Lohmanniella spp
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Choreotrichida/Lohmanniella/Lohmanniella spp/CBR001.2021-04-26.003.B1+L1_6720.jpg,Lohmanniella spp
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Choreotrichida/Salpingella/Salpingella sp/NBR001.2021-06-28.001.B1+F1_10527.jpg,Salpingella sp
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Choreotrichida/Salpingella/Salpingella sp/NBR001.2021-06-28.001.B1+F1_4626.jpg,Salpingella sp
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Choreotrichida/Salpingella/Salpingella sp/NBR001.2021-06-28.001.B1+F1_2089.jpg,Salpingella sp
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Choreotrichida/Salpingella/Salpingella sp/NBR001.2021-06-28.001.B1+F1_3973.jpg,Salpingella sp
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Choreotrichida/Salpingella/Salpingella sp/NBR001.2021-06-28.001.B1+F1_479.jpg,Salpingella sp
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Choreotrichida/Salpingella/Salpingella sp/NBR001.2021-06-28.001.B1+F1_3446.jpg,Salpingella sp
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Choreotrichida/Salpingella/Salpingella sp/NBR001.2021-06-28.001.B1+F1_921.jpg,Salpingella sp
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Choreotrichida/Salpingella/Salpingella sp/NBR001.2021-06-28.001.B1+F1_633.jpg,Salpingella sp
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Choreotrichida/Salpingella/Salpingella sp/NBR001.2021-06-28.001.B1+F1_4747.jpg,Salpingella sp
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Choreotrichida/Salpingella/Salpingella sp/NBR001.2021-06-28.001.B1+F1_1478.jpg,Salpingella sp
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Choreotrichida/Stenosemella/Stenosemella spp/FBN026.2019-12-07.001.A1+A1_251.jpg,Stenosemella spp
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Choreotrichida/Stenosemella/Stenosemella spp/FBN026.2019-12-07.001.A1+A1_76.jpg,Stenosemella spp
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Choreotrichida/Stenosemella/Stenosemella spp/FBN026.2019-12-07.001.A1+A1_2.jpg,Stenosemella spp
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Choreotrichida/Stenosemella/Stenosemella spp/FBN026.2019-12-07.001.A1+A1_54.jpg,Stenosemella spp
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Choreotrichida/Stenosemella/Stenosemella spp/FBN026.2019-12-07.001.A1+A1_158.jpg,Stenosemella spp
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Choreotrichida/Stenosemella/Stenosemella spp/FBN026.2019-12-07.001.A1+A1_97.jpg,Stenosemella spp
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Choreotrichida/Stenosemella/Stenosemella spp/FBN026.2019-12-07.001.A1+A1_41.jpg,Stenosemella spp
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Choreotrichida/Stenosemella/Stenosemella spp/FBN026.2019-12-07.001.A1+A1_88.jpg,Stenosemella spp
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Choreotrichida/Stenosemella/Stenosemella spp/FBN026.2019-12-07.001.A1+A1_131.jpg,Stenosemella spp
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Choreotrichida/Stenosemella/Stenosemella spp/FBN026.2019-12-07.001.A1+A1_49.jpg,Stenosemella spp
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Choreotrichida/Stenosemella/Stenosemella spp/FBN026.2019-12-07.001.A1+A1_236.jpg,Stenosemella spp
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Choreotrichida/Stenosemella/Stenosemella spp/FBN026.2019-12-07.001.A1+A1_139.jpg,Stenosemella spp
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Choreotrichida/Stenosemella/Stenosemella spp/FBN026.2019-12-07.001.A1+A1_220.jpg,Stenosemella spp
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Choreotrichida/Stenosemella/Stenosemella spp/FBN026.2019-12-07.001.A1+A1_105.jpg,Stenosemella spp
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Choreotrichida/Stenosemella/Stenosemella spp/FBN026.2019-12-07.001.A1+A1_89.jpg,Stenosemella spp
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Choreotrichida/Strobilidium/Strobilidium spp/FBN032.2021-02-03.001.A1+A1_35.jpg,Strobilidium spp
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Choreotrichida/Strobilidium/Strobilidium spp/FBN005.2019-09-03.001.A1+A1_57.jpg,Strobilidium spp
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Choreotrichida/Strobilidium/Strobilidium spp/NBR001.2021-07-02.001.C2+L1_6686.jpg,Strobilidium spp
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Choreotrichida/Strobilidium/Strobilidium spp/FBN032.2021-02-03.001.A1+A1_63.jpg,Strobilidium spp
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Choreotrichida/Strobilidium/Strobilidium spp/FBN032.2021-02-03.001.A1+A1_52.jpg,Strobilidium spp
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Choreotrichida/Strobilidium/Strobilidium spp/FBN032.2021-02-03.001.A1+A1_53.jpg,Strobilidium spp
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Choreotrichida/Strobilidium/Strobilidium spp/NBR001.2021-07-02.001.C2+L1_334.jpg,Strobilidium spp
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Choreotrichida/Strobilidium/Strobilidium spp/FBN005.2019-09-03.001.A1+A1_71.jpg,Strobilidium spp
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Choreotrichida/Strobilidium/Strobilidium spp/FBN032.2021-02-03.001.A1+A1_42.jpg,Strobilidium spp
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Choreotrichida/Tintinnopsis/Tintinnopsis spp/CBR001.2021-04-26.003.B1+L1_7260.jpg,Tintinnopsis spp
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Choreotrichida/Tintinnopsis/Tintinnopsis spp/FBN032.2021-02-03.001.A1+A1_56.jpg,Tintinnopsis spp
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Choreotrichida/Tintinnopsis/Tintinnopsis spp/CBR001.2021-05-10.001.B1+L1_16272.jpg,Tintinnopsis spp
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Choreotrichida/Tintinnopsis/Tintinnopsis spp/FBN005.2019-09-03.001.A1+A1_63.jpg,Tintinnopsis spp
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Litostomatea/Mesodinium/Mesodinium rubrum/FBN032.2021-02-03.001.A1+A1_14.jpg,Mesodinium rubrum
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Litostomatea/Mesodinium/Mesodinium rubrum/CBR001.2021-04-26.003.B1+L1_5150.jpg,Mesodinium rubrum
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Litostomatea/Mesodinium/Mesodinium rubrum/CBR001.2021-04-26.003.B1+L1_6093.jpg,Mesodinium rubrum
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Litostomatea/Mesodinium/Mesodinium rubrum/CBR001.2021-04-26.003.B1+L1_5682.jpg,Mesodinium rubrum
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Litostomatea/Mesodinium/Mesodinium rubrum/CBR001.2021-05-10.001.B1+L1_1026.jpg,Mesodinium rubrum
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Litostomatea/Mesodinium/Mesodinium rubrum/CBR001.2021-04-26.003.B1+L1_5812.jpg,Mesodinium rubrum
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Litostomatea/Mesodinium/Mesodinium rubrum/FBN031.2021-02-03.001.A1+A1_33.jpg,Mesodinium rubrum
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Litostomatea/Mesodinium/Mesodinium rubrum/CBR001.2021-05-10.001.B1+L1_406.jpg,Mesodinium rubrum
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Litostomatea/Mesodinium/Mesodinium rubrum/CBR001.2020-05-25.001.B1+L1_760.jpg,Mesodinium rubrum
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Litostomatea/Mesodinium/Mesodinium rubrum/CBR001.2020-05-25.001.B1+L1_11162.jpg,Mesodinium rubrum
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Litostomatea/Mesodinium/Mesodinium rubrum/CBR001.2021-05-10.001.B1+L1_3511.jpg,Mesodinium rubrum
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Litostomatea/Mesodinium/Mesodinium rubrum/CBR001.2021-04-26.003.B1+L1_6283.jpg,Mesodinium rubrum
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Litostomatea/Mesodinium/Mesodinium rubrum/CBR001.2021-05-10.001.B1+L1_5321.jpg,Mesodinium rubrum
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Litostomatea/Mesodinium/Mesodinium rubrum/CBR001.2020-05-25.001.B1+L1_21981.jpg,Mesodinium rubrum
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Litostomatea/Mesodinium/Mesodinium rubrum/CBR001.2021-05-10.001.B1+L1_5973.jpg,Mesodinium rubrum
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Litostomatea/Mesodinium/Mesodinium rubrum/FBN031.2021-02-03.001.A1+A1_59.jpg,Mesodinium rubrum
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Litostomatea/Mesodinium/Mesodinium rubrum/CBR001.2021-04-26.003.B1+L1_6781.jpg,Mesodinium rubrum
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Litostomatea/Mesodinium/Mesodinium rubrum/CBR001.2021-05-10.001.B1+L1_2931.jpg,Mesodinium rubrum
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Litostomatea/Mesodinium/Mesodinium rubrum/CBR001.2021-04-26.003.B1+L1_6028.jpg,Mesodinium rubrum
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Litostomatea/Mesodinium/Mesodinium rubrum/FBN032.2021-02-03.001.A1+A1_20.jpg,Mesodinium rubrum
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Litostomatea/Mesodinium/Mesodinium rubrum/CBR001.2020-05-25.001.B1+L1_5851.jpg,Mesodinium rubrum
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Litostomatea/Mesodinium/Mesodinium rubrum/CBR001.2020-05-25.001.B1+L1_9134.jpg,Mesodinium rubrum
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Litostomatea/Mesodinium/Mesodinium rubrum/CBR001.2021-05-10.001.B1+L1_5304.jpg,Mesodinium rubrum
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Litostomatea/Mesodinium/Mesodinium rubrum/CBR001.2020-05-25.001.B1+L1_1029.jpg,Mesodinium rubrum
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Litostomatea/Mesodinium/Mesodinium rubrum/CBR001.2020-05-25.001.B1+L1_4938.jpg,Mesodinium rubrum
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Litostomatea/Mesodinium/Mesodinium rubrum/CBR001.2021-05-10.001.B1+L1_1004.jpg,Mesodinium rubrum
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Litostomatea/Mesodinium/Mesodinium rubrum/CBR001.2021-05-10.001.B1+F1_2666.jpg,Mesodinium rubrum
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Litostomatea/Mesodinium/Mesodinium rubrum/CBR001.2021-04-26.003.B1+L1_885.jpg,Mesodinium rubrum
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Litostomatea/Mesodinium/Mesodinium rubrum/CBR001.2021-04-26.003.B1+L1_6477.jpg,Mesodinium rubrum
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Litostomatea/Mesodinium/Mesodinium rubrum/CBR001.2021-05-10.001.B1+L1_3671.jpg,Mesodinium rubrum
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Litostomatea/Mesodinium/Mesodinium rubrum/CBR001.2021-04-26.003.B1+L1_6644.jpg,Mesodinium rubrum
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Litostomatea/Mesodinium/Mesodinium rubrum/CBR001.2021-05-10.001.B1+L1_7766.jpg,Mesodinium rubrum
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Litostomatea/Mesodinium/Mesodinium rubrum/CBR001.2020-05-25.001.B1+L1_31695.jpg,Mesodinium rubrum
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Litostomatea/Mesodinium/Mesodinium rubrum/FBN032.2021-02-03.001.A1+A1_51.jpg,Mesodinium rubrum
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Litostomatea/Mesodinium/Mesodinium rubrum/FBN032.2021-02-03.001.A1+A1_18.jpg,Mesodinium rubrum
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Litostomatea/Mesodinium/Mesodinium rubrum/CBR001.2020-05-25.001.B1+L1_25620.jpg,Mesodinium rubrum
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Litostomatea/Mesodinium/Mesodinium rubrum/CBR001.2021-05-10.001.B1+L1_10765.jpg,Mesodinium rubrum
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Litostomatea/Mesodinium/Mesodinium rubrum/CBR001.2020-05-25.001.B1+L1_722.jpg,Mesodinium rubrum
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Litostomatea/Mesodinium/Mesodinium rubrum/CBR001.2020-05-25.001.B1+L1_4534.jpg,Mesodinium rubrum
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Litostomatea/Mesodinium/Mesodinium rubrum/CBR001.2021-05-10.001.B1+L1_7961.jpg,Mesodinium rubrum
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Litostomatea/Mesodinium/Mesodinium rubrum/CBR001.2020-05-25.001.B1+L1_15345.jpg,Mesodinium rubrum
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Litostomatea/Mesodinium/Mesodinium rubrum/CBR001.2021-05-10.001.B1+L1_2535.jpg,Mesodinium rubrum
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Litostomatea/Mesodinium/Mesodinium rubrum/CBR001.2021-05-10.001.B1+L1_4136.jpg,Mesodinium rubrum
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Litostomatea/Mesodinium/Mesodinium rubrum/CBR001.2021-05-10.001.B1+L1_5526.jpg,Mesodinium rubrum
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Litostomatea/Mesodinium/Mesodinium rubrum/CBR001.2021-05-10.001.B1+L1_12425.jpg,Mesodinium rubrum
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Litostomatea/Mesodinium/Mesodinium rubrum/CBR001.2021-05-10.001.B1+L1_3503.jpg,Mesodinium rubrum
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Litostomatea/Mesodinium/Mesodinium sp/FBN032.2021-02-03.001.A1+A1_58.jpg,Mesodinium sp
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Litostomatea/Mesodinium/Mesodinium sp/FBN032.2021-02-03.001.A1+A1_64.jpg,Mesodinium sp
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Litostomatea/Mesodinium/Mesodinium sp/FBN032.2021-02-03.001.A1+A1_13.jpg,Mesodinium sp
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Litostomatea/Mesodinium/Mesodinium sp/FBN032.2021-02-03.001.A1+A1_30.jpg,Mesodinium sp
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Litostomatea/Mesodinium/Mesodinium sp/FBN032.2021-02-03.001.A1+A1_45.jpg,Mesodinium sp
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Litostomatea/Mesodinium/Mesodinium sp/FBN031.2021-02-03.001.A1+A1_50.jpg,Mesodinium sp
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Litostomatea/Mesodinium/Mesodinium sp/FBN032.2021-02-03.001.A1+A1_6.jpg,Mesodinium sp
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Litostomatea/Mesodinium/Mesodinium sp2/NBR001.2021-06-28.001.C1+L1_21.jpg,Mesodinium sp2
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Litostomatea/Mesodinium/Mesodinium sp2/NBR001.2021-06-28.001.C1+L1_3.jpg,Mesodinium sp2
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Litostomatea/Mesodinium/Mesodinium sp2/NBR001.2021-06-28.001.C1+L1_4.jpg,Mesodinium sp2
/DATA_init/plankton_datasets/MicroS/Ciliophora/Oligotrichea/Litostomatea/Mesodinium/Mesodinium sp2/NBR001.2021-06-28.001.C1+L1_13.jpg,Mesodinium sp2
