Class,Path,Number
0517,/DATA_init/nabirds/images_128/0517,157
0518,/DATA_init/nabirds/images_128/0518,158
0519,/DATA_init/nabirds/images_128/0519,159
0520,/DATA_init/nabirds/images_128/0520,160
0521,/DATA_init/nabirds/images_128/0521,161
0522,/DATA_init/nabirds/images_128/0522,162
0523,/DATA_init/nabirds/images_128/0523,163
0524,/DATA_init/nabirds/images_128/0524,164
0525,/DATA_init/nabirds/images_128/0525,165
0526,/DATA_init/nabirds/images_128/0526,166
0527,/DATA_init/nabirds/images_128/0527,167
0528,/DATA_init/nabirds/images_128/0528,168
0529,/DATA_init/nabirds/images_128/0529,169
0530,/DATA_init/nabirds/images_128/0530,170
0531,/DATA_init/nabirds/images_128/0531,171
0532,/DATA_init/nabirds/images_128/0532,172
0533,/DATA_init/nabirds/images_128/0533,173
0534,/DATA_init/nabirds/images_128/0534,174
0535,/DATA_init/nabirds/images_128/0535,175
0536,/DATA_init/nabirds/images_128/0536,176
0537,/DATA_init/nabirds/images_128/0537,177
0538,/DATA_init/nabirds/images_128/0538,178
0539,/DATA_init/nabirds/images_128/0539,179
0540,/DATA_init/nabirds/images_128/0540,180
0541,/DATA_init/nabirds/images_128/0541,181
0542,/DATA_init/nabirds/images_128/0542,182
0543,/DATA_init/nabirds/images_128/0543,183
0544,/DATA_init/nabirds/images_128/0544,184
0545,/DATA_init/nabirds/images_128/0545,185
0546,/DATA_init/nabirds/images_128/0546,186
0547,/DATA_init/nabirds/images_128/0547,187
0548,/DATA_init/nabirds/images_128/0548,188
0549,/DATA_init/nabirds/images_128/0549,189
0550,/DATA_init/nabirds/images_128/0550,190
0551,/DATA_init/nabirds/images_128/0551,191
0552,/DATA_init/nabirds/images_128/0552,192
0553,/DATA_init/nabirds/images_128/0553,193
0554,/DATA_init/nabirds/images_128/0554,194
0555,/DATA_init/nabirds/images_128/0555,195
0556,/DATA_init/nabirds/images_128/0556,196
0557,/DATA_init/nabirds/images_128/0557,197
0558,/DATA_init/nabirds/images_128/0558,198
0559,/DATA_init/nabirds/images_128/0559,199
0560,/DATA_init/nabirds/images_128/0560,200
0561,/DATA_init/nabirds/images_128/0561,201
0599,/DATA_init/nabirds/images_128/0599,202
0600,/DATA_init/nabirds/images_128/0600,203
0601,/DATA_init/nabirds/images_128/0601,204
0602,/DATA_init/nabirds/images_128/0602,205
0603,/DATA_init/nabirds/images_128/0603,206
0604,/DATA_init/nabirds/images_128/0604,207
0605,/DATA_init/nabirds/images_128/0605,208
0606,/DATA_init/nabirds/images_128/0606,209
0607,/DATA_init/nabirds/images_128/0607,210
0608,/DATA_init/nabirds/images_128/0608,211
0609,/DATA_init/nabirds/images_128/0609,212
0610,/DATA_init/nabirds/images_128/0610,213
0611,/DATA_init/nabirds/images_128/0611,214
0612,/DATA_init/nabirds/images_128/0612,215
0613,/DATA_init/nabirds/images_128/0613,216
0614,/DATA_init/nabirds/images_128/0614,217
0615,/DATA_init/nabirds/images_128/0615,218
0616,/DATA_init/nabirds/images_128/0616,219
0617,/DATA_init/nabirds/images_128/0617,220
0618,/DATA_init/nabirds/images_128/0618,221
0619,/DATA_init/nabirds/images_128/0619,222
0620,/DATA_init/nabirds/images_128/0620,223
0621,/DATA_init/nabirds/images_128/0621,224
0622,/DATA_init/nabirds/images_128/0622,225
0623,/DATA_init/nabirds/images_128/0623,226
0624,/DATA_init/nabirds/images_128/0624,227
0625,/DATA_init/nabirds/images_128/0625,228
0626,/DATA_init/nabirds/images_128/0626,229
0627,/DATA_init/nabirds/images_128/0627,230
0628,/DATA_init/nabirds/images_128/0628,231
0629,/DATA_init/nabirds/images_128/0629,232
0630,/DATA_init/nabirds/images_128/0630,233
0631,/DATA_init/nabirds/images_128/0631,234
0632,/DATA_init/nabirds/images_128/0632,235
0633,/DATA_init/nabirds/images_128/0633,236
0634,/DATA_init/nabirds/images_128/0634,237
0635,/DATA_init/nabirds/images_128/0635,238
0636,/DATA_init/nabirds/images_128/0636,239
0637,/DATA_init/nabirds/images_128/0637,240
0638,/DATA_init/nabirds/images_128/0638,241
0639,/DATA_init/nabirds/images_128/0639,242
0640,/DATA_init/nabirds/images_128/0640,243
0641,/DATA_init/nabirds/images_128/0641,244
0642,/DATA_init/nabirds/images_128/0642,245
0643,/DATA_init/nabirds/images_128/0643,246
0644,/DATA_init/nabirds/images_128/0644,247
0645,/DATA_init/nabirds/images_128/0645,248
0646,/DATA_init/nabirds/images_128/0646,249
0647,/DATA_init/nabirds/images_128/0647,250
0648,/DATA_init/nabirds/images_128/0648,251
0649,/DATA_init/nabirds/images_128/0649,252
0650,/DATA_init/nabirds/images_128/0650,253
0651,/DATA_init/nabirds/images_128/0651,254
0652,/DATA_init/nabirds/images_128/0652,255
0653,/DATA_init/nabirds/images_128/0653,256
0654,/DATA_init/nabirds/images_128/0654,257
0655,/DATA_init/nabirds/images_128/0655,258
0656,/DATA_init/nabirds/images_128/0656,259
0657,/DATA_init/nabirds/images_128/0657,260
0658,/DATA_init/nabirds/images_128/0658,261
0659,/DATA_init/nabirds/images_128/0659,262
0660,/DATA_init/nabirds/images_128/0660,263
0661,/DATA_init/nabirds/images_128/0661,264
0662,/DATA_init/nabirds/images_128/0662,265
0663,/DATA_init/nabirds/images_128/0663,266
0664,/DATA_init/nabirds/images_128/0664,267
0665,/DATA_init/nabirds/images_128/0665,268
0666,/DATA_init/nabirds/images_128/0666,269
0667,/DATA_init/nabirds/images_128/0667,270
0668,/DATA_init/nabirds/images_128/0668,271
0669,/DATA_init/nabirds/images_128/0669,272
0670,/DATA_init/nabirds/images_128/0670,273
0671,/DATA_init/nabirds/images_128/0671,274
0672,/DATA_init/nabirds/images_128/0672,275
0673,/DATA_init/nabirds/images_128/0673,276
0674,/DATA_init/nabirds/images_128/0674,277
0675,/DATA_init/nabirds/images_128/0675,278
0676,/DATA_init/nabirds/images_128/0676,279
0677,/DATA_init/nabirds/images_128/0677,280
0678,/DATA_init/nabirds/images_128/0678,281
0679,/DATA_init/nabirds/images_128/0679,282
0680,/DATA_init/nabirds/images_128/0680,283
0681,/DATA_init/nabirds/images_128/0681,284
0696,/DATA_init/nabirds/images_128/0696,285
0697,/DATA_init/nabirds/images_128/0697,286
0698,/DATA_init/nabirds/images_128/0698,287
0699,/DATA_init/nabirds/images_128/0699,288
0700,/DATA_init/nabirds/images_128/0700,289
0746,/DATA_init/nabirds/images_128/0746,290
0747,/DATA_init/nabirds/images_128/0747,291
0748,/DATA_init/nabirds/images_128/0748,292
0749,/DATA_init/nabirds/images_128/0749,293
0750,/DATA_init/nabirds/images_128/0750,294
0751,/DATA_init/nabirds/images_128/0751,295
0752,/DATA_init/nabirds/images_128/0752,296
0753,/DATA_init/nabirds/images_128/0753,297
0754,/DATA_init/nabirds/images_128/0754,298
0755,/DATA_init/nabirds/images_128/0755,299
0756,/DATA_init/nabirds/images_128/0756,300
0757,/DATA_init/nabirds/images_128/0757,301
0758,/DATA_init/nabirds/images_128/0758,302
0759,/DATA_init/nabirds/images_128/0759,303
0760,/DATA_init/nabirds/images_128/0760,304
0761,/DATA_init/nabirds/images_128/0761,305
0762,/DATA_init/nabirds/images_128/0762,306
0763,/DATA_init/nabirds/images_128/0763,307
0764,/DATA_init/nabirds/images_128/0764,308
0765,/DATA_init/nabirds/images_128/0765,309
0766,/DATA_init/nabirds/images_128/0766,310
0767,/DATA_init/nabirds/images_128/0767,311
0768,/DATA_init/nabirds/images_128/0768,312
0769,/DATA_init/nabirds/images_128/0769,313
0770,/DATA_init/nabirds/images_128/0770,314
0771,/DATA_init/nabirds/images_128/0771,315
0772,/DATA_init/nabirds/images_128/0772,316
0773,/DATA_init/nabirds/images_128/0773,317
0774,/DATA_init/nabirds/images_128/0774,318
0775,/DATA_init/nabirds/images_128/0775,319
0776,/DATA_init/nabirds/images_128/0776,320
0777,/DATA_init/nabirds/images_128/0777,321
0778,/DATA_init/nabirds/images_128/0778,322
0779,/DATA_init/nabirds/images_128/0779,323
0780,/DATA_init/nabirds/images_128/0780,324
0781,/DATA_init/nabirds/images_128/0781,325
0782,/DATA_init/nabirds/images_128/0782,326
0783,/DATA_init/nabirds/images_128/0783,327
0784,/DATA_init/nabirds/images_128/0784,328
0785,/DATA_init/nabirds/images_128/0785,329
0786,/DATA_init/nabirds/images_128/0786,330
0787,/DATA_init/nabirds/images_128/0787,331
0788,/DATA_init/nabirds/images_128/0788,332
0789,/DATA_init/nabirds/images_128/0789,333
0790,/DATA_init/nabirds/images_128/0790,334
0791,/DATA_init/nabirds/images_128/0791,335
0792,/DATA_init/nabirds/images_128/0792,336
0793,/DATA_init/nabirds/images_128/0793,337
0794,/DATA_init/nabirds/images_128/0794,338
0795,/DATA_init/nabirds/images_128/0795,339
0796,/DATA_init/nabirds/images_128/0796,340
0797,/DATA_init/nabirds/images_128/0797,341
0798,/DATA_init/nabirds/images_128/0798,342
0799,/DATA_init/nabirds/images_128/0799,343
0800,/DATA_init/nabirds/images_128/0800,344
0801,/DATA_init/nabirds/images_128/0801,345
0802,/DATA_init/nabirds/images_128/0802,346
0803,/DATA_init/nabirds/images_128/0803,347
0804,/DATA_init/nabirds/images_128/0804,348
0805,/DATA_init/nabirds/images_128/0805,349
0806,/DATA_init/nabirds/images_128/0806,350
0807,/DATA_init/nabirds/images_128/0807,351
0808,/DATA_init/nabirds/images_128/0808,352
0809,/DATA_init/nabirds/images_128/0809,353
0810,/DATA_init/nabirds/images_128/0810,354
0811,/DATA_init/nabirds/images_128/0811,355
0812,/DATA_init/nabirds/images_128/0812,356
0813,/DATA_init/nabirds/images_128/0813,357
0814,/DATA_init/nabirds/images_128/0814,358
0815,/DATA_init/nabirds/images_128/0815,359
0816,/DATA_init/nabirds/images_128/0816,360
0817,/DATA_init/nabirds/images_128/0817,361
0818,/DATA_init/nabirds/images_128/0818,362
0819,/DATA_init/nabirds/images_128/0819,363
0820,/DATA_init/nabirds/images_128/0820,364
0821,/DATA_init/nabirds/images_128/0821,365
0822,/DATA_init/nabirds/images_128/0822,366
0823,/DATA_init/nabirds/images_128/0823,367
0824,/DATA_init/nabirds/images_128/0824,368
0825,/DATA_init/nabirds/images_128/0825,369
0826,/DATA_init/nabirds/images_128/0826,370
0827,/DATA_init/nabirds/images_128/0827,371
0828,/DATA_init/nabirds/images_128/0828,372
0829,/DATA_init/nabirds/images_128/0829,373
0830,/DATA_init/nabirds/images_128/0830,374
0831,/DATA_init/nabirds/images_128/0831,375
0832,/DATA_init/nabirds/images_128/0832,376
0833,/DATA_init/nabirds/images_128/0833,377
0834,/DATA_init/nabirds/images_128/0834,378
0835,/DATA_init/nabirds/images_128/0835,379
0836,/DATA_init/nabirds/images_128/0836,380
0837,/DATA_init/nabirds/images_128/0837,381
0838,/DATA_init/nabirds/images_128/0838,382
0839,/DATA_init/nabirds/images_128/0839,383
0840,/DATA_init/nabirds/images_128/0840,384
0841,/DATA_init/nabirds/images_128/0841,385
0842,/DATA_init/nabirds/images_128/0842,386
0843,/DATA_init/nabirds/images_128/0843,387
0844,/DATA_init/nabirds/images_128/0844,388
0845,/DATA_init/nabirds/images_128/0845,389
0846,/DATA_init/nabirds/images_128/0846,390
0847,/DATA_init/nabirds/images_128/0847,391
0848,/DATA_init/nabirds/images_128/0848,392
0849,/DATA_init/nabirds/images_128/0849,393
0850,/DATA_init/nabirds/images_128/0850,394
0851,/DATA_init/nabirds/images_128/0851,395
0852,/DATA_init/nabirds/images_128/0852,396
0853,/DATA_init/nabirds/images_128/0853,397
0854,/DATA_init/nabirds/images_128/0854,398
0855,/DATA_init/nabirds/images_128/0855,399
0856,/DATA_init/nabirds/images_128/0856,400
0857,/DATA_init/nabirds/images_128/0857,401
0858,/DATA_init/nabirds/images_128/0858,402
0859,/DATA_init/nabirds/images_128/0859,403
0860,/DATA_init/nabirds/images_128/0860,404
0861,/DATA_init/nabirds/images_128/0861,405
0862,/DATA_init/nabirds/images_128/0862,406
0863,/DATA_init/nabirds/images_128/0863,407
0864,/DATA_init/nabirds/images_128/0864,408
0865,/DATA_init/nabirds/images_128/0865,409
0866,/DATA_init/nabirds/images_128/0866,410
0867,/DATA_init/nabirds/images_128/0867,411
0868,/DATA_init/nabirds/images_128/0868,412
0869,/DATA_init/nabirds/images_128/0869,413
0870,/DATA_init/nabirds/images_128/0870,414
0871,/DATA_init/nabirds/images_128/0871,415
0872,/DATA_init/nabirds/images_128/0872,416
0873,/DATA_init/nabirds/images_128/0873,417
0874,/DATA_init/nabirds/images_128/0874,418
0875,/DATA_init/nabirds/images_128/0875,419
0876,/DATA_init/nabirds/images_128/0876,420
0877,/DATA_init/nabirds/images_128/0877,421
0878,/DATA_init/nabirds/images_128/0878,422
0879,/DATA_init/nabirds/images_128/0879,423
0880,/DATA_init/nabirds/images_128/0880,424
0881,/DATA_init/nabirds/images_128/0881,425
0882,/DATA_init/nabirds/images_128/0882,426
0883,/DATA_init/nabirds/images_128/0883,427
0884,/DATA_init/nabirds/images_128/0884,428
0885,/DATA_init/nabirds/images_128/0885,429
0886,/DATA_init/nabirds/images_128/0886,430
0887,/DATA_init/nabirds/images_128/0887,431
0888,/DATA_init/nabirds/images_128/0888,432
0889,/DATA_init/nabirds/images_128/0889,433
0890,/DATA_init/nabirds/images_128/0890,434
0891,/DATA_init/nabirds/images_128/0891,435
0892,/DATA_init/nabirds/images_128/0892,436
0893,/DATA_init/nabirds/images_128/0893,437
0894,/DATA_init/nabirds/images_128/0894,438
0895,/DATA_init/nabirds/images_128/0895,439
0896,/DATA_init/nabirds/images_128/0896,440
0897,/DATA_init/nabirds/images_128/0897,441
0898,/DATA_init/nabirds/images_128/0898,442
0899,/DATA_init/nabirds/images_128/0899,443
0900,/DATA_init/nabirds/images_128/0900,444
0901,/DATA_init/nabirds/images_128/0901,445
0902,/DATA_init/nabirds/images_128/0902,446
0903,/DATA_init/nabirds/images_128/0903,447
0904,/DATA_init/nabirds/images_128/0904,448
0905,/DATA_init/nabirds/images_128/0905,449
0906,/DATA_init/nabirds/images_128/0906,450
0907,/DATA_init/nabirds/images_128/0907,451
0908,/DATA_init/nabirds/images_128/0908,452
0909,/DATA_init/nabirds/images_128/0909,453
0910,/DATA_init/nabirds/images_128/0910,454
0911,/DATA_init/nabirds/images_128/0911,455
0912,/DATA_init/nabirds/images_128/0912,456
0913,/DATA_init/nabirds/images_128/0913,457
0914,/DATA_init/nabirds/images_128/0914,458
0915,/DATA_init/nabirds/images_128/0915,459
0916,/DATA_init/nabirds/images_128/0916,460
0917,/DATA_init/nabirds/images_128/0917,461
0918,/DATA_init/nabirds/images_128/0918,462
0919,/DATA_init/nabirds/images_128/0919,463
0920,/DATA_init/nabirds/images_128/0920,464
0921,/DATA_init/nabirds/images_128/0921,465
0922,/DATA_init/nabirds/images_128/0922,466
0923,/DATA_init/nabirds/images_128/0923,467
0924,/DATA_init/nabirds/images_128/0924,468
0925,/DATA_init/nabirds/images_128/0925,469
0926,/DATA_init/nabirds/images_128/0926,470
0927,/DATA_init/nabirds/images_128/0927,471
0928,/DATA_init/nabirds/images_128/0928,472
0929,/DATA_init/nabirds/images_128/0929,473
0930,/DATA_init/nabirds/images_128/0930,474
0931,/DATA_init/nabirds/images_128/0931,475
0932,/DATA_init/nabirds/images_128/0932,476
0933,/DATA_init/nabirds/images_128/0933,477
0934,/DATA_init/nabirds/images_128/0934,478
0935,/DATA_init/nabirds/images_128/0935,479
0936,/DATA_init/nabirds/images_128/0936,480
0937,/DATA_init/nabirds/images_128/0937,481
0938,/DATA_init/nabirds/images_128/0938,482
0939,/DATA_init/nabirds/images_128/0939,483
0940,/DATA_init/nabirds/images_128/0940,484
0941,/DATA_init/nabirds/images_128/0941,485
0942,/DATA_init/nabirds/images_128/0942,486
0943,/DATA_init/nabirds/images_128/0943,487
0944,/DATA_init/nabirds/images_128/0944,488
0945,/DATA_init/nabirds/images_128/0945,489
0946,/DATA_init/nabirds/images_128/0946,490
0947,/DATA_init/nabirds/images_128/0947,491
0948,/DATA_init/nabirds/images_128/0948,492
0949,/DATA_init/nabirds/images_128/0949,493
0950,/DATA_init/nabirds/images_128/0950,494
0951,/DATA_init/nabirds/images_128/0951,495
0952,/DATA_init/nabirds/images_128/0952,496
0953,/DATA_init/nabirds/images_128/0953,497
0954,/DATA_init/nabirds/images_128/0954,498
0955,/DATA_init/nabirds/images_128/0955,499
0956,/DATA_init/nabirds/images_128/0956,500
0957,/DATA_init/nabirds/images_128/0957,501
0958,/DATA_init/nabirds/images_128/0958,502
0959,/DATA_init/nabirds/images_128/0959,503
0960,/DATA_init/nabirds/images_128/0960,504
0961,/DATA_init/nabirds/images_128/0961,505
0962,/DATA_init/nabirds/images_128/0962,506
0963,/DATA_init/nabirds/images_128/0963,507
0964,/DATA_init/nabirds/images_128/0964,508
0965,/DATA_init/nabirds/images_128/0965,509
0966,/DATA_init/nabirds/images_128/0966,510
0967,/DATA_init/nabirds/images_128/0967,511
0968,/DATA_init/nabirds/images_128/0968,512
0969,/DATA_init/nabirds/images_128/0969,513
0970,/DATA_init/nabirds/images_128/0970,514
0971,/DATA_init/nabirds/images_128/0971,515
0972,/DATA_init/nabirds/images_128/0972,516
0973,/DATA_init/nabirds/images_128/0973,517
0974,/DATA_init/nabirds/images_128/0974,518
0975,/DATA_init/nabirds/images_128/0975,519
0976,/DATA_init/nabirds/images_128/0976,520
0977,/DATA_init/nabirds/images_128/0977,521
0978,/DATA_init/nabirds/images_128/0978,522
0979,/DATA_init/nabirds/images_128/0979,523
0980,/DATA_init/nabirds/images_128/0980,524
0981,/DATA_init/nabirds/images_128/0981,525
0982,/DATA_init/nabirds/images_128/0982,526
0983,/DATA_init/nabirds/images_128/0983,527
0984,/DATA_init/nabirds/images_128/0984,528
0985,/DATA_init/nabirds/images_128/0985,529
0986,/DATA_init/nabirds/images_128/0986,530
0987,/DATA_init/nabirds/images_128/0987,531
0988,/DATA_init/nabirds/images_128/0988,532
0989,/DATA_init/nabirds/images_128/0989,533
0990,/DATA_init/nabirds/images_128/0990,534
0991,/DATA_init/nabirds/images_128/0991,535
0992,/DATA_init/nabirds/images_128/0992,536
0993,/DATA_init/nabirds/images_128/0993,537
0994,/DATA_init/nabirds/images_128/0994,538
0995,/DATA_init/nabirds/images_128/0995,539
0996,/DATA_init/nabirds/images_128/0996,540
0997,/DATA_init/nabirds/images_128/0997,541
0998,/DATA_init/nabirds/images_128/0998,542
0999,/DATA_init/nabirds/images_128/0999,543
1000,/DATA_init/nabirds/images_128/1000,544
1001,/DATA_init/nabirds/images_128/1001,545
1002,/DATA_init/nabirds/images_128/1002,546
1003,/DATA_init/nabirds/images_128/1003,547
1004,/DATA_init/nabirds/images_128/1004,548
1005,/DATA_init/nabirds/images_128/1005,549
1006,/DATA_init/nabirds/images_128/1006,550
1007,/DATA_init/nabirds/images_128/1007,551
1008,/DATA_init/nabirds/images_128/1008,552
1009,/DATA_init/nabirds/images_128/1009,553
1010,/DATA_init/nabirds/images_128/1010,554
